Name,Fulladdress,status,Categories,phone,Review Count,Place Id,Average Rating,Reviews,Google Maps URL,Latitude,Longitude,Website,Open Now,Opening Hours,logo,catalog
FOOD View RESTAURANT,Al Barsha 1 Al Adiyat Bld Near Lulu Hyper Market - ??????? - ??????? 1 - ??? - United Arab Emirates,OPERATIONAL,restaurant,+971 54 362 8600,5,ChIJK0FxrUFrXz4R8nCYi3GvYHQ,4,https://search.google.com/local/reviews?placeid=ChIJK0FxrUFrXz4R8nCYi3GvYHQ,https://maps.google.com/?cid=8385895408372052210,25.1130514,55.2061257,,TRUE,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230314_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230314_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230314_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230314_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230314_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230314_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230314_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230314_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230314_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230314_9.jpg']]"
Eat & Drink Restaurant International Cusine ?? ????,Near aswaaq supermarket - 45PW+2XC - ?? ???? - ?? ???? ? - ??? - United Arab Emirates,OPERATIONAL,restaurant,+971 4 328 6686,5,ChIJ2eUQt89rXz4RWsrlX-iL1KU,4,https://search.google.com/local/reviews?placeid=ChIJ2eUQt89rXz4RWsrlX-iL1KU,https://maps.google.com/?cid=11949329541478337114,25.1350543,55.1973789,http://eatanddrinkgroup.com/,TRUE,"['Monday: 9:00AM-2:00AM', 'Tuesday: 9:00AM-2:00AM', 'Wednesday: 9:00AM-2:00AM', 'Thursday: 9:00AM-2:00AM', 'Friday: 9:00AM-2:00AM', 'Saturday: 9:00AM-2:00AM', 'Sunday: 9:00AM-2:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230318_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230318_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230318_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230318_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230318_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230318_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230318_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230318_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230318_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230318_9.jpg']]"
???? ??????Control Restaurant,Opp Dubai Municipality - Starbucks - Jumeirah St - Umm Suqeim - Umm Suqeim 2 - Dubai - United Arab Emirates,OPERATIONAL,restaurant,+971 4 331 1814,5,ChIJSZKEhBVqXz4RP1f-nBV3FAQ,4.2,https://search.google.com/local/reviews?placeid=ChIJSZKEhBVqXz4RP1f-nBV3FAQ,https://maps.google.com/?cid=293990810397857599,25.1586111,55.2069444,https://www.talabat.com/uae/control-cafe?utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusinessWebsiteLink,TRUE,"['Monday: 6:00AM-3:00AM', 'Tuesday: 6:00AM-3:00AM', 'Wednesday: 6:00AM-3:00AM', 'Thursday: 6:00AM-3:00AM', 'Friday: 6:00AM-3:00AM', 'Saturday: 6:00AM-3:00AM', 'Sunday: 6:00AM-3:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230323_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230323_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230323_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230323_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230323_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230323_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230323_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230323_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230323_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230323_9.jpg']]"
Tribes Mall of The Emirates,"Second Floor, Opposite Starbucks Coffee Mall of the Emirates - Al Barsha - Al Barsha 1 - Dubai - United Arab Emirates",OPERATIONAL,restaurant,+971 4 395 0663,5,ChIJfbY47r5rXz4R8f2qQsVJx1g,4.3,https://search.google.com/local/reviews?placeid=ChIJfbY47r5rXz4R8f2qQsVJx1g,https://maps.google.com/?cid=6397162907278966257,25.1190169,55.2025313,https://www.tribesrestaurant.com/,TRUE,"['Monday: 12:00PM-12:00AM', 'Tuesday: 12:00-11:00PM', 'Wednesday: 12:00-11:00PM', 'Thursday: 12:00-11:00PM', 'Friday: 12:00-11:00PM', 'Saturday: 12:00-11:00PM', 'Sunday: 12:00PM-12:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230328_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230328_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230328_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230328_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230328_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230328_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230328_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230328_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230328_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230328_9.jpg']]"
HEAT - JUMEIRAH (Healthy Eats & Treats),Jumeirah St - Umm Suqeim - Jumeirah 3 - Dubai - United Arab Emirates,OPERATIONAL,restaurant,+971 4 338 8831,5,ChIJP_ReSkFqXz4Rt479NSfATjs,4.3,https://search.google.com/local/reviews?placeid=ChIJP_ReSkFqXz4Rt479NSfATjs,https://maps.google.com/?cid=4273564371063246519,25.1508105,55.1996253,http://www.heatcafe.ae/,TRUE,"['Monday: 7:00AM-2:00AM', 'Tuesday: 7:00AM-2:00AM', 'Wednesday: 7:00AM-2:00AM', 'Thursday: 7:00AM-2:00AM', 'Friday: 7:00AM-2:00AM', 'Saturday: 7:00AM-2:00AM', 'Sunday: 7:00AM-2:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230332_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230332_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230332_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230332_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230332_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230332_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230332_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230332_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230332_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230332_9.jpg']]"
FOOD VIEW RESTAURANT,"Ground Floor, AL Baqali Building - ??????? - ??????? 1 - ??? - United Arab Emirates",OPERATIONAL,restaurant,+971 4 329 2811,5,ChIJdckJYLRrXz4RjMtMGHuOKgo,4.1,https://search.google.com/local/reviews?placeid=ChIJdckJYLRrXz4RjMtMGHuOKgo,https://maps.google.com/?cid=732554548740934540,25.112916,55.1918999,,TRUE,"['Monday: 7:00AM-3:00AM', 'Tuesday: 7:00AM-3:00AM', 'Wednesday: 7:00AM-3:00AM', 'Thursday: 7:00AM-3:00AM', 'Friday: 7:00AM-3:00AM', 'Saturday: 7:00AM-3:00AM', 'Sunday: 7:00AM-3:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230338_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230338_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230338_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230338_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230338_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230338_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230338_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230338_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230338_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230338_9.jpg']]"
Jumeriah Antar Cafeteria,997 Al Wasl Rd - Al Manara - Dubai - United Arab Emirates,OPERATIONAL,restaurant,+971 800 26827,5,ChIJiXbIzzBqXz4RcY5AGUoTY7c,4.1,https://search.google.com/local/reviews?placeid=ChIJiXbIzzBqXz4RcY5AGUoTY7c,https://maps.google.com/?cid=13214426940607336049,25.1464403,55.209759,,TRUE,"['Monday: 9:00AM-3:00AM', 'Tuesday: 9:00AM-3:00AM', 'Wednesday: 9:00AM-3:00AM', 'Thursday: 9:00AM-3:00AM', 'Friday: 9:00AM-3:00AM', 'Saturday: 9:00AM-3:00AM', 'Sunday: 9:00AM-12:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230343_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230343_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230343_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230343_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230343_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230343_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230343_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230343_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230343_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230343_9.jpg']]"
Eat & Drink restaurant,4 3 A St - Al Barsha - Al Barsha 2 - Dubai - United Arab Emirates,OPERATIONAL,restaurant,+971 4 340 8586,5,ChIJfd6qF-lrXz4RZcRyqDLh0Vw,4,https://search.google.com/local/reviews?placeid=ChIJfd6qF-lrXz4RZcRyqDLh0Vw,https://maps.google.com/?cid=6688374529312605285,25.1138577,55.2112538,https://eatanddrinkgroup.com/,TRUE,"['Monday: 9:00AM-1:00AM', 'Tuesday: 9:00AM-1:00AM', 'Wednesday: 9:00AM-1:00AM', 'Thursday: 9:00AM-1:00AM', 'Friday: 9:00AM-1:00AM', 'Saturday: 9:00AM-1:00AM', 'Sunday: 9:00AM-1:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230347_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230347_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230347_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230347_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230347_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230347_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230347_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230347_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230347_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230347_9.jpg']]"
On the Wood - Jumeirah,Jumeirah - Umm Suqeim 1 - Dubai - United Arab Emirates,OPERATIONAL,restaurant,+971 600 546008,5,ChIJW8Bz0xZqXz4R9FUjMXmfK8s,4.2,https://search.google.com/local/reviews?placeid=ChIJW8Bz0xZqXz4R9FUjMXmfK8s,https://maps.google.com/?cid=14639970356562187764,25.1641183,55.2116415,https://www.onthewood.com/,TRUE,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230352_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230352_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230352_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230352_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230352_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230352_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230352_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230352_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230352_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230352_9.jpg']]"
Mamafri restaurant jumeirah,542 Jumeirah St - Jumeirah - Jumeirah 3 - Dubai - United Arab Emirates,OPERATIONAL,restaurant,+971 4 330 0012,5,ChIJ1cS1g7hrXz4Re7yxZjD-mD0,4.6,https://search.google.com/local/reviews?placeid=ChIJ1cS1g7hrXz4Re7yxZjD-mD0,https://maps.google.com/?cid=4438576916608433275,25.1779697,55.2220775,https://www.lovemamafri.com/,TRUE,"['Monday: 1:00PM-1:00AM', 'Tuesday: 1:00PM-1:00AM', 'Wednesday: 1:00PM-1:00AM', 'Thursday: 1:00PM-1:00AM', 'Friday: 1:00PM-2:00AM', 'Saturday: 1:00PM-2:00AM', 'Sunday: 1:00PM-2:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230357_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230357_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230357_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230357_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230357_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230357_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230357_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230357_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230357_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230357_9.jpg']]"
Eat & Drink Restaurant,"Umm Suqeim St,Al Barsha 2 - Near Lulu Hyper Market - Al Barsha - Al Barsha 2 - Dubai - United Arab Emirates",OPERATIONAL,restaurant,+971 4 323 7552,5,ChIJqe1q_-RrXz4Raqze-qojrtI,3.9,https://search.google.com/local/reviews?placeid=ChIJqe1q_-RrXz4Raqze-qojrtI,https://maps.google.com/?cid=15181110611172830314,25.1116239,55.2176252,http://www.eatanddrinkgroup.com/,TRUE,"['Monday: 8:00AM-1:00AM', 'Tuesday: 8:00AM-1:00AM', 'Wednesday: 8:00AM-1:00AM', 'Thursday: 8:00AM-1:00AM', 'Friday: 8:00AM-1:00AM', 'Saturday: 8:00AM-1:00AM', 'Sunday: 8:00AM-1:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230402_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230402_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230402_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230402_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230402_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230402_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230402_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230402_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230402_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230402_9.jpg']]"
Sul Fiume,"Indigo Building, Exit No. 45, Sheikh Zayed Rd - Al Safa - Al Safa 2 - Dubai - United Arab Emirates",OPERATIONAL,restaurant,+971 4 346 7909,5,ChIJeeLbJohpXz4RWv8AJUhFzfQ,4.1,https://search.google.com/local/reviews?placeid=ChIJeeLbJohpXz4RWv8AJUhFzfQ,https://maps.google.com/?cid=17639831491640885082,25.1537551,55.2257824,,TRUE,"['Monday: 11:00AM-3:00AM', 'Tuesday: 11:00AM-3:00AM', 'Wednesday: 11:00AM-3:00AM', 'Thursday: 11:00AM-5:00AM', 'Friday: 11:00AM-5:00AM', 'Saturday: 11:00AM-3:00AM', 'Sunday: 11:00AM-3:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230407_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230407_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230407_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230407_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230407_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230407_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230407_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230407_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230407_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230407_9.jpg']]"
CITY PEARL RESTAURANT(LLC),Near Interchange No 3 - Al Quoz - Al Quoz Industrial Area 3 - Dubai - United Arab Emirates,OPERATIONAL,restaurant,+971 4 347 2919,5,ChIJcbGBm81rXz4RL3oJBRHvZOU,3.8,https://search.google.com/local/reviews?placeid=ChIJcbGBm81rXz4RL3oJBRHvZOU,https://maps.google.com/?cid=16529599388734552623,25.1358944,55.2224529,,TRUE,"['Monday: 8:00AM-12:00AM', 'Tuesday: 8:00AM-12:00AM', 'Wednesday: 8:00AM-12:00AM', 'Thursday: 8:00AM-12:00AM', 'Friday: 8:00AM-12:00AM', 'Saturday: 8:00AM-12:00AM', 'Sunday: 8:00AM-12:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230411_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230411_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230411_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230411_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230411_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230411_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230411_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230411_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230411_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230411_9.jpg']]"
3 Fils,Jumeirah Fishing Harbour - Shop 02 - 1 Al Urouba St - Jumeirah 2 - Dubai - United Arab Emirates,OPERATIONAL,restaurant,+971 56 273 0030,5,ChIJc_qkbD5CXz4RjckbjFAB3eM,4.5,https://search.google.com/local/reviews?placeid=ChIJc_qkbD5CXz4RjckbjFAB3eM,https://maps.google.com/?cid=16419281261922339213,25.2103912,55.243243,http://www.3fils.com/,TRUE,"['Monday: 12:00-11:30PM', 'Tuesday: 12:00-11:30PM', 'Wednesday: 12:00-11:30PM', 'Thursday: 12:00-11:30PM', 'Friday: 12:00-11:30PM', 'Saturday: 12:00-11:30PM', 'Sunday: 12:00-11:30PM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230416_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230416_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230416_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230416_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230416_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230416_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230416_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230416_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230416_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230416_9.jpg']]"
Osteria Mario Italian restaurant,???? ????? - ??? Dubai Hills Mall - Nearest Parking: P1 - Park Restaurants - First Floor - ??? - United Arab Emirates,OPERATIONAL,restaurant,+971 52 929 2088,5,ChIJcYKVSddvXz4RRWYp-0s0Zbg,4.9,https://search.google.com/local/reviews?placeid=ChIJcYKVSddvXz4RRWYp-0s0Zbg,https://maps.google.com/?cid=13287083776567502405,25.1037954,55.2389572,https://osteriamario.ae/,TRUE,"['Monday: 10:00AM-12:00AM', 'Tuesday: 10:00AM-10:00PM', 'Wednesday: 10:00AM-12:00AM', 'Thursday: 10:00AM-12:00AM', 'Friday: 10:00AM-1:00AM', 'Saturday: 10:00AM-1:00AM', 'Sunday: 10:00AM-12:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230420_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230420_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230420_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230420_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230420_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230420_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230420_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230420_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230420_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230420_9.jpg']]"
Eat & Drink Rest.,? - 56PQ+59F - Al Wasl Rd - Jumeirah - Jumeirah 3 - Dubai - United Arab Emirates,OPERATIONAL,restaurant,+971 4 394 3878,5,ChIJSV896uJpXz4RQbbLNIMAbJw,4,https://search.google.com/local/reviews?placeid=ChIJSV896uJpXz4RQbbLNIMAbJw,https://maps.google.com/?cid=11271384530927990337,25.1854466,55.2384283,https://eatanddrinkgroup.com/,TRUE,"['Monday: 9:00AM-2:00AM', 'Tuesday: 9:00AM-2:00AM', 'Wednesday: 9:00AM-2:00AM', 'Thursday: 9:00AM-2:00AM', 'Friday: 9:00AM-2:00AM', 'Saturday: 9:00AM-2:00AM', 'Sunday: 9:00AM-2:00AM']",https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/bag.png,"[['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230425_0.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230425_1.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230425_2.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230425_3.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230425_4.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230425_5.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230425_6.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230425_7.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230425_8.jpg'], ['https://hubur-media.s3.ap-southeast-1.amazonaws.com/media/business_images/03230425_9.jpg']]"
